Name,Link,Universe,Other Aliases,Education,Place of Origin,Identity,Known Relatives
Loki,https://www.marvel.com/characters/loki,,,,,,
Longshot,https://www.marvel.com/characters/longshot,"['Wildways (""Mojoverse""); currently in exile']","['Lucky One, Fallen Messiah']",['Unrevealed'],"['Unidentified world in ""Mojoverse"" dimension']","['Publicly known in the Wildways, secret from the general populace of Earth']","['Dazzler (estranged wife), unborn child (presumed deceased), Shatterstar (son)']"
Longshot,https://www.marvel.com/characters/longshot-ultimate,['Ultimate'],['None'],['Unrevealed'],['Presumably Genosha'],['Publicly known'],['None']
Looter,https://www.marvel.com/characters/looter,['Marvel Universe'],['Meteor Man'],['Unrevealed'],['Unrevealed'],['Known to authorities'],['None']
Lord Chaos,https://www.marvel.com/characters/lord-chaos,['Marvel Universe'],['None'],['Inapplicable'],['Inapplicable'],['Inapplicable; Existence is not known to the general populace of Earth'],"['Inapplicable; Partner of Master Order, In-Betweener (creation), Audit (creation)']"
Lord Dyvyne,https://www.marvel.com/characters/lord-dyvyne,['Marvel Universe'],['None'],['Unrevealed'],['Halfworld'],['Secret'],['Unrevealed']
Lord Mar-Vell,https://www.marvel.com/characters/lord-mar-vell-cancerverse,"['Marvel Universe, Cancerverse']","['“Undying Lord,”  “Avatar of Life”']",['Unrevealed'],['Unknown location within the Cancer verse'],['No dual identity'],['None']
Lord of Illusions,https://www.marvel.com/characters/lord-of-illusions-ikonn,['Marvel Universe'],['Lord of Illusions'],['Unrevealed'],['Unrevealed'],['Existence unknown to the general public'],['unrevealed']
Lord Pumpkin,https://www.marvel.com/characters/lord-pumpkin-ultraverse-earth-93060,['Ultraverse Earth-93060'],"['Lord of Pumpkins,  Pumpkin King. Pumpy, King of Fear']",['Unrevealed'],['Unrevealed'],['Unknown'],['Mysterious Wizard (Creator/Father)']
Lord Tantalus,https://www.marvel.com/characters/lord-tantalus,['Marvel Universe'],,['Unrevealed'],['Unrevealed'],['Secret'],"['Nirvana (wife, deceased), Khult (father-in-law), Blackwulf (Pelops, son, deceased), Blackwulf (Lucian, son), Id (son), unnamed son']"
Lord Templar,https://www.marvel.com/characters/lord-templar,['Marvel Universe'],['None'],['Unrevealed'],"['Unrevealed; presumably Naga Hills, India']",['Unrevealed'],"['Pagan(brother), Jonathan Tremont (brother)']"
Lord Vittio,https://www.marvel.com/characters/lord-vittio,['Marvel Universe'],['Lord High Vittio'],['Unrevealed'],['Troyjan home world'],['Secret'],['Unrevealed']
Lorelei,https://www.marvel.com/characters/lorelei-asgardian,['Marvel Universe'],"['Melodi, Icequeen']",['Sorcery'],['Asgard'],"['Secret on Earth, Public on Asgard']","['Amora, (Enchantress, sister)']"
Louise Hastings,https://www.marvel.com/characters/louise-hastings,['Marvel Universe'],,['P.h.D. in archeology'],['Barbados'],['Publicly known'],"['Caprice (daughter, deceased) and William Hastings (Jinx, grandson); several ex-husbands (all unidentified)']"
Lucifer,https://www.marvel.com/characters/lucifer-prince-of-darkness,['Marvel Universe'],"[""Light-Bearer, the Devil, Prince of Darkness, Greeix, Jack O'Lantern (Steven Levins), Morningstar, many others""]",['Unrevealed'],['Heaven'],['No dual identity'],"['Other Hell-Lords (brethren), and their offspring; quasi-paternal relationship to Daimon (Hellstrom), Satana Hellstrom and Hellfire (Mikal Drakonmegas)']"
Lucifer,https://www.marvel.com/characters/lucifer-quist,['Marvel Universe'],['Agent One'],"['Unrevealed, apparently extensive in advance Quistalian science']",['Quistalium'],"[""The general populace of Earth is unaware of Lucifer's existence, although the existence of his human counterparts is publicly known.""]",['None']
Lucky Pierre,https://www.marvel.com/characters/lucky-pierre-ernst-erskine,['Marvel Universe'],['L.P.'],['Unrevealed'],['Presumably France'],['Secret'],['Unrevealed']
Pizza Dog,https://www.marvel.com/characters/lucky-the-pizza-dog,,,,,,
Luke Cage,https://www.marvel.com/characters/luke-cage,,,,,,
Luke Cage,https://www.marvel.com/characters/luke-cage-house-of-m,['House of M'],['None'],['Unfinished high-school education'],['New York City'],"['Secret, unknown to authorities']","['James Leonard Lucas (father), Esther Lucas (mother, deceased), James Jr. Lucas (brother)']"
Luke Jacobson,https://www.marvel.com/characters/luke-jacobson,,,,,,
Lullaby,https://www.marvel.com/characters/lullaby,['Marvel Universe'],"['Felicity Hopkins, Mrs. Harold Cross']",['Unrevealed'],['Presumably New Jersey'],['Known'],['Harold Cross (husband)']
Luminor,https://www.marvel.com/characters/luminor,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Luna Maximoff,https://www.marvel.com/characters/luna-maximoff,['Marvel Universe'],,,['Moon'],['Public'],"['Pietro Maximoff (father), Magneto (grandfather), Crystal (mother), Scarlet Witch, (aunt) Polaris, (aunt)']"
Luna Snow,https://www.marvel.com/characters/luna-snow-seol-hee,['Marvel Universe'],,,['Korea'],,
Lunatik,https://www.marvel.com/characters/lunatik,['Marvel Universe'],"['Lu, Luu, Luey, Pope Lunatik']",['Self-educated'],"[""Wy'nkar-7""]","[""Secret, Lunatik's existence was not known to the general populace of Earth.""]",['None']
Lupa,https://www.marvel.com/characters/lupa,['Marvel Universe'],,,['Savage Land'],,
Lurking Unknown,https://www.marvel.com/characters/lurking-unknown,['Marvel Universe'],"['The Lurker, the Outsider, the Unknown']",['Unrevealed'],['Unknown dimension'],['Unknown to the general populace of Earth'],['None']
Lycus,https://www.marvel.com/characters/lycus,['Marvel Universe'],['None known'],['Unrevealed'],['Unrevealed'],['No dual identity'],['None']
Lyja,https://www.marvel.com/characters/lyja,['Marvel Universe'],"['Alicia Masters, Lyja The Lazerfist, Laura Green']","['Training as a Skrull Liason Officer, Training to impersonate Alicia Masters']",['Unrevealed'],['Secret'],"['Johnny Storm (ex-husband), Susan Storm (ex-sister-in-law)']"
Lylla,https://www.marvel.com/characters/lylla,['Marvel Universe'],['None'],['Unrevealed'],['Halfworld'],['Secret'],"[""Wal Rus (uncle), unidentified parents (deceased), Blackjack O'Hare (husband)""]"
Lynx,https://www.marvel.com/characters/lynx,['Marvel Universe'],['Nancy Rushman'],['No formal education'],['Unrevealed location in Antarctica'],['Secret'],['None']
Lyra,https://www.marvel.com/characters/lyra,['Marvel Universe'],"['Savage She-Hulk, She-Hulk from Earth-8009, Agent SH-8009, Greenwitch']",['Tutored by the Gynosure'],"['presumably Milago, Earth-8009']",['Known to authorities'],"['Thundra (mother), Hulk (Bruce Banner) (father), Skaar, Hiro-Kala (half-brothers), Brian Banner, Rebecca Banner (paternal grandparents, deceased), Jennifer Walters (first cousin, once removed), extended family via father']"
M,https://www.marvel.com/characters/m-monet-st-croix,['Marvel Universe'],"['Formerly Penance, Penny']",['Studies at Massachusetts Academy and DeLaCorte’s Boarding School'],"['Sarajevo, Bosnia']",['Secret'],"['Cartier St. Croix (father), unidentified mother (deceased), Marius St. Croix (Emplate, brother), Claudette St. Croix (sister), Nicole St. Croix (sister), Penance/Hollow (unknown relationship)']"
M'Baku,https://www.marvel.com/characters/mbaku,,,,,,
M'Gumbu,https://www.marvel.com/characters/m-gumbu,['Marvel Universe'],['None'],['Limited magic studies'],"['Iquitos village, Amazon Jungle, South America']",['No dual identity'],['None']
M.O.D.O.K.,https://www.marvel.com/characters/modok,,,,,,
MACH-V,https://www.marvel.com/characters/mach-v,['Marvel Universe'],"['Beetle, MACH-I, MACH-II, Matthew ""Matt"" Davis, MACH-III, Aaron Jeffries, Mach-IV']",['High school graduate'],"['Baltimore, Maryland']",['Publicly Known'],['None']
Machine Man,https://www.marvel.com/characters/machine-man,['Marvel Universe'],"['Aaron Stack, Jack Kubrick, Sentinel Supreme, Mister Machine']",['None'],"['Broadhurst Center for the Advancement of Mechanized Research, Central City, California']",['Secret'],"['Abel Stack (creator), X.E.R.O. (""brother"")']"
Machinesmith,https://www.marvel.com/characters/machinesmith,['Marvel Universe'],"['Starr Saxon, Mister Fear']",['Unrevealed'],"['Memphis, Tennessee']",['Publicly known'],['Unrevealed']
Mad Dog Rassitano,https://www.marvel.com/characters/mad-dog-rassitano,['Marvel Universe'],['Mad Dog'],['Presumably some college'],['Unrevealed'],['Known'],['Unrevealed']
Mad Jack,https://www.marvel.com/characters/mad-jack-maquire-beck,['Marvel Universe'],"[""Jack O'Lantern, Terry Beck""]",['Presumed degree in computer science; extensively trained in special effects design'],"['Moreno Valley, California']",['Known to authorities'],"['Unidentified father (deceased), Quentin Beck (Mysterio, cousin, deceased)']"
Mad Jim Jaspers,https://www.marvel.com/characters/mad-jim-jaspers,['Marvel Universe'],"['The Crooked Man, Lord Jim, Overlord of the Omniverse']","['Unrevealed, presumably extensive']","['Finchley, England']",['Secret'],['None']
Mad Juggler,https://www.marvel.com/characters/mad-juggler,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Mad Thinker,https://www.marvel.com/characters/mad-thinker,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Mad Thinker,https://www.marvel.com/characters/mad-thinker-ultimate,['Ultimate Universe'],['Mad Thinker'],,,['Publicly Known'],
Madame Doll,https://www.marvel.com/characters/madame-doll,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],"['Nathan Dolly (Brother Grimm, husband)']"
Madame Web,https://www.marvel.com/characters/madame-web,['Marvel Universe'],['Creepy Clairvoyant'],,"['Salem, Oregon']",['Publicly known'],"['Jonathan Webb (husband, deceased), Charlotte Witter (granddaughter)']"
Madame Web,https://www.marvel.com/characters/madame-web-earth-58163,['House of M'],['None'],['S.H.I.E.L.D. Psi-training'],"['Salem, Oregon']",['Known to S.H.I.E.L.D.'],"['Jonathan  (husband, deceased), Charlotte Witter (granddaughter)']"
Madcap,https://www.marvel.com/characters/madcap,['Marvel Universe'],['None known'],['Unknown'],['Unknown'],['Secret'],['Katy (Madcaps sister) sister-deceased']
Maddy Cho,https://www.marvel.com/characters/maddy-cho-madame-curie-cho,['Marvel Universe'],,,,,"['Amadeus Cho (Brawn, brother), Helen Cho (mother, deceased), Philip Cho (father, deceased)']"
Madelyne Pryor,https://www.marvel.com/characters/madelyne-pryor,,,,,,
Madisynn,https://www.marvel.com/characters/madisynn,,,,,,
Madman,https://www.marvel.com/characters/madman-phillip-sterns,['Marvel Universe'],"['Madman has the ability to shift into anyone he chooses, so it is possible he has had numerous identities over the years']","['Although not nearly as smart as Bruce Banner, Phillip attended the same graduate school but completed his courses near the bottom of his class, still earning him a Ph.D. in nuclear physics']",['Unrevealed'],['Secret'],['Leader (brother)']
Maelstrom,https://www.marvel.com/characters/maelstrom,['Marvel Universe'],"['Malcom Stromberg, The Cosmic Assassin, Anomaly II']",['Advanced training in Inhuman and Deviant genetic sciences'],['Unrevealed'],"[""The general populace of Earth were unaware of Maelstrom's existence.""]","['Phaeder (father, deceased), Ransak the Reject (son)']"
Magdalene,https://www.marvel.com/characters/magdalene,['Earth-9021'],['Lady Magdalene'],['Unrevealed'],['Earth-9021'],['Secret'],['None']
Maggott,https://www.marvel.com/characters/maggott,['Marvel Universe'],['None'],['Unrevealed'],"['Ottoshoop, Northwest Transvaal, South Africa']",['Secret'],"['Unidentified parents, Daniel (brother), Lot (brother, deceased)']"
Magician,https://www.marvel.com/characters/magician-lee-guardineer,['Marvel Universe'],['None'],"['Unrevealed, but obviously schooled in parlor tricks']","['St. Louis, Missouri']",['Known'],['None']
Magician,https://www.marvel.com/characters/magician-ultimate,['Ultimate'],['Magician'],['High school'],['Unrevealed'],['known to S.H.I.E.L.D.'],"['Glenda Boggs (mother, deceased), unnamed father (deceased)']"
Magik,https://www.marvel.com/characters/magik-amanda-sefton,['Marvel Universe'],"['Amanda Sefton, Magicienne, Daytripper']",['Unrevealed'],['Unrevealed location in former West Germany'],['Secret'],"['Margali Szardos (mother), Stephan Szardos (brother, deceased), Kurt Wagner (Nightcrawler, foster brother)']"
Magik,https://www.marvel.com/characters/magik-earth-4210,['Earth-4210'],['None'],['High School'],['Russia'],['Secret'],"['Parents, Piotr (Colossus, brother), Mikhail (brother, deceased)']"
Magik,https://www.marvel.com/characters/magik-illyana-rasputin,,,,,,
Magique,https://www.marvel.com/characters/magique,['Marvel Universe'],['Magic'],['Unrevealed'],"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['None']
Magma,https://www.marvel.com/characters/magma-age-of-apocalypse,['Age of Apocalypse'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Magma,https://www.marvel.com/characters/magma-amara-aquilla,['Marvel Universe'],['Alison Crestmere'],"['High school equivalency,numerous college-level course']",['Nova Roma (disputed)'],['Secret'],"['Lucius Antonius Aquilla (father in Nova Roma), unidentified mother (deceased), unidentified ambassador(""father"" in England)']"
Magneto,https://www.marvel.com/characters/magneto-age-of-apocalypse,['Age of Apocalypse'],['None'],['College'],['Someplace in Europe'],['Known to the general public'],"['Rogue (wife), Charles (son), Pietro Maximoff (Quicksilver, son), Wanda Maximoff (Scarlet Witch, daughter, deceased), Magda (wife, deceased)']"
Magneto,https://www.marvel.com/characters/magneto-earth-58163,['House of M'],"['King Magnus, Master of Magnetism']",['Unknown'],['Somewhere in Europe'],['Known throughout the world as the savior and leader of Mutantkind'],"['Lorna (Polaris, daughter), Pietro (Quicksilver, son), Wanda (daughter), Anya (daughter, deceased), Magda (wife, believed deceased), Tyler (grandson), other unnamed grandchildren']"
Magneto,https://www.marvel.com/characters/magneto-max-eisenhardt,,,,,,
Magneto,https://www.marvel.com/characters/magneto-ultimate,['Ultimate'],['None'],['Unknown'],['Unknown'],['Publicly known'],"['Unnamed father (deceased), Isabelle (wife), Pietro (son), Wanda (daughter)']"
Magni,https://www.marvel.com/characters/magni-earth-3515,['Earth-3515'],['God of Strength'],,['Asgard'],['No dual identity'],"['Thor (father), Enchantress (mother), Loki (uncle)']"
Magnus,https://www.marvel.com/characters/magnus-earth-27,['Earth-27'],['None'],['Some college'],"['Westchester, New York']",['Secret'],"['Magneto (father), Rogue (mother)']"
Magog,https://www.marvel.com/characters/magog-demon,['Marvel Universe'],"['Nephut-Sha, Hassan Kareem, ""Horn-Head""']",['Unrevealed'],['Unrevealed'],['No dual identity'],"['Seth (creator), Gog (""brother"")']"
Magus,https://www.marvel.com/characters/magus-technarchy,['Marvel Universe'],['None'],['Unrevealed'],['Kvch (Technarchy’s home planet)'],['The general populace of Earth is unaware of Magus’ existence'],"['Warlock (son, deceased)']"
Mahr Vehl,https://www.marvel.com/characters/mahr-vehl-ultimate,['Ultimate'],"['Captain Marvel, Doctor Philip Lawson']",['Unknown'],"['Unrevealed, presumably the Kree territories']",['Publicly known (Kree territories); known to authorities (Earth)'],['Geherenis Kohl HalaSon (father/trial-father)']
Major Victory,https://www.marvel.com/characters/major-victory-vance-astrovik,['Formerly Marvel Universe; Earth-691'],"['Formerly, Manglin John Mahoney, currently Major Victory']",['Some college education and an extensive education in the Air Force and space travel.'],"['Saugerties, New York']",['Publicly known in an alternate 31st century future'],"['Arnold Astrovik (father), Norma Astrovik (mother), Aleta Ogord (fiancé)']"
Maker,https://www.marvel.com/characters/maker,['Marvel Universe'],"['Kosmos, Cosmos; formerly the Beyonder, Frank']",['Mentored by Kubik'],['Created in the Beyond'],['No dual identity'],['None']
Makeshift,https://www.marvel.com/characters/makeshift-counter-earth,['Marvel Universe'],['Unrevealed'],['Unrevealed'],"['U.S.A., Counter-Earth']",['Unrevealed'],['Unrevealed']
Makkari,https://www.marvel.com/characters/makkari,,,,,,
Makro,https://www.marvel.com/characters/makro,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Malcolm Colcord,https://www.marvel.com/characters/malcolm-colcord,['Marvel Universe'],['The Director'],['Military training'],['Unrevealed'],['No dual identity'],"['Kathleen Colcord (ex-wife), Susan ""Suzie"" Colcord (daughter), James ""Jimmy"" Colcord (son)']"
Malcolm Colcord,https://www.marvel.com/characters/malcolm-colcord-earth-5700,['Earth-5700'],['The Director'],['Military training'],['Unrevealed'],['No dual identity'],"['Kathleen Colcord (ex-wife), Susan ""Suzie"" Colcord (daughter), James ""Jimmy"" Colcord (son)']"
Malcolm Powder,https://www.marvel.com/characters/malcolm-powder,,,,,,
Malekith,https://www.marvel.com/characters/malekith,,,,,,
Malevolence,https://www.marvel.com/characters/malevolence-earth-691,['Earth-691'],,['Unrevealed'],['Unrevealed'],['Secret'],['Mephisto']
Malik Tarcel,https://www.marvel.com/characters/malik-tarcel,['Marvel Universe'],,['Unrevealed'],['Unrevealed'],"[""The general populace of Earth was unaware of Malik's existence.""]",['Unrevealed']
Mallen,https://www.marvel.com/characters/mallen,['Marvel Universe'],['Madden'],['unrevealed'],['unknown'],['publicly known'],"['unnamed mother, unnamed father']"
Mallory Book,https://www.marvel.com/characters/mallory-book,['Marvel Universe'],['None'],['Brigham Young University'],['Utah'],['Public'],['Unrevealed']
Mammoth,https://www.marvel.com/characters/mammoth,['Marvel Universe'],['None'],['Unrevealed'],"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['None']
Man-Beast,https://www.marvel.com/characters/man-beast,['Marvel Universe'],"['Lord Anon, Lord Karnivor, Karnivore, Kyle Munson, Omega, Ultimate Predator, Master of Hate, Hate-Monger, Mentor, Rex Carpenter, Prophet, Super Beast']","['Extensive knowledge of advance science during mutation, self-educated to an unrevealed level in all known sciences']","['Wundagore Mountain, Transia']","[""No dual identity; existence unknown to Earth's general public""]",['None']
Man-Bull,https://www.marvel.com/characters/man-bull-william-taurens,['Marvel Universe'],"['Bull Taurus, Minotaur, Savage']",['Presumed high school dropout'],"['Camden, New Jersey']",['Secret'],['None']
Man-Killer,https://www.marvel.com/characters/man-killer,['Marvel Universe'],"['Amazon, Wilma']","['Unrevealed, trained as Olympic skier']",['Unnamed country in Eastern Europe'],"['Secret, known to the authorities']",['Unrevealed']
Man-Thing,https://www.marvel.com/characters/man-thing,['Marvel Universe'],"[""K'ad-Mon of the Fallen Stars, the Man of Lineage, the Swamp God, the Keeper of Illusion""]",['Ph.D. in biochemistry'],"['Omaha, Nebraska']",['Secret'],"[""Ellen Brandt Sallis (wife); Job Burke (son), Cleito, Adam K'ad-Mon, and their descendants (ancestors)""]"
Man-Wolf,https://www.marvel.com/characters/john-jameson,['Marvel Universe'],"['Stargod, Vanwolf, Skywolf']",['Master of Science degree in Aeronautical Engineering'],"['New York, New York']",['(Man-Wolf/Stargod): Known to the authorities'],"['J. Jonah Jameson (father), Joan Jameson (mother, deceased), Marla Madison (stepmother), Jennifer ""Jen"" Walters Jameson (She-Hulk, wife)']"
Mandarin,https://www.marvel.com/characters/mandarin,['Marvel Universe'],"['Gene Kahn, Zhang Tong, Chu']",['Multiple College Degrees'],['China'],['Secret'],"['Unidentified father, mother, paternal aunt (all deceased). Mei-Ling (fiancée, deceased), Temujin (son), Genghis Khan (alleged ancestor, deceased)']"
Mandrill,https://www.marvel.com/characters/mandrill,['Marvel Universe'],['Hensley Fargus'],['Unrevealed'],"['Los Alamos, New Mexico']",['Public'],"['Fredric Beechman (father), Margaret Beechman (mother)']"
Manifold,https://www.marvel.com/characters/manifold-eden-fesi,['Mutant'],,,['Australia'],['Known to authorities'],['None']
Manphibian,https://www.marvel.com/characters/manphibian,['Marvel Universe'],['None'],['Unrevealed'],['Unidentified planet'],['Secret'],['Unidentified mate (deceased)']
Manslaughter,https://www.marvel.com/characters/manslaughter-marsdale,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Known'],['Unrevealed']
Manta,https://www.marvel.com/characters/manta,['Marvel Universe'],['None'],['Unrevealed'],"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['Gladiator (husband)']
Mantis,https://www.marvel.com/characters/mantis,,,,,,
Marduk,https://www.marvel.com/characters/marduk-babylonian,['Marvel Universe'],"['Zoltan Nestor, many others']",['No formal education known'],['Babylon (part of modern day Iraq)'],"[""As Zoltan Nestor, Marduk's true identity was secret""]","[""Ra (father), Damkina (mother), Anu (uncle), Mami, Ereshkigal (aunts), Zarpandit (first wife), Nebo (son), Nisasba, Nanshe, Ninsar, Uttu, (half-sisters), Enkimdu, Enbilulu, Asnan, Asarlubi (half-brothers), Enlil (Dagon), Ba'al, Hadad, Ninurta, Martu, Nusku, Nergal, Gibil, Kinyras (cousins)""]"
Margali Szardos,https://www.marvel.com/characters/margali-szardos,['Marvel Universe'],"['Margali of the Winding Way, Sorceress Supreme, Fata Morgana, Red Queen']",['Unrevealed'],"['Paris, France']",['No dual identity'],"['Jimaine Szardos (Amanda Sefton,Magik biological daughter), Stefan Szardos (biological son, deceased), Nightcrawler (adopted son)']"
Maria Hill,https://www.marvel.com/characters/maria-hill,,,,,,
Maria Rambeau,https://www.marvel.com/characters/maria-rambeau,,,,,,
Marie Laveau,https://www.marvel.com/characters/marie-laveau,['Marvel Universe'],"['Good Mother, Madam Parizien, Marie Auguste, Marie Glapion, Marie the First, Marie the Second, Mother of the Saints, Pope of Voodoo, Queen of the Lost, Voodoo Queen of New Orleans, the Widow Paris, Witch Queen of New Orleans, others']",['Extensively self-educated'],"['New Orleans, Louisiana']",['The public believes Marie died in 1881'],"['Jacques Paris (first husband, deceased), Christophe Glapion (second husband, deceased); Marie Eucharist (AKA Marie the Second), Louise, Philomene (daughters, deceased); Francois, Archange (sons, deceased); Charles Laveaux (father, deceased); \r\nMarguerite Darcantel (mother, deceased); Marie Darcantel, Marie Laveaux \r\n(half-sisters, deceased); Francois Auguste, Louis Foucher, Celestin Glapion (brothers-in-law, deceased); Charles Trudeau (grandfather, deceased); Marie Laveaux (grandmother, deceased); Joseph Crocker, Victor Crocker, Joseph Legendre, Alexander Legendre (grandsons, deceased); Aldina Crocker, Esmeralda Crocker, Marie Glapion, Eugenie Legendre, Noime Legendre, Fidela Legendre (granddaughters, deceased); Pierre Crocker, George Legendre (sons-in-law, deceased); “Luke Turner” (great-grandnephew); Zoe Laveau (great-great granddaughter), Saint Henriette Delille (distant cousin, deceased); several unidentified \r\nnieces and nephews (deceased)']"
Mariko Yashida,https://www.marvel.com/characters/mariko-yashida,['Marvel Universe'],['None'],['Unrevealed'],"['Agarashima, Japan']",['No dual identity'],"['Shingen Harada (father, deceased), Noburu-Hideki (husband, deceased), Kenuichio Harada (Silver Samurai, half-brother), Shiro Yoshida (Sunfire, cousin), Saburo Yashida (cousin, deceased), Tomo Yashida (cousin, deceased), Leyu Yoshida (Sunpyre, cousin, deceased), Amiko Kobayashi (foster daughter)']"
Marionette,https://www.marvel.com/characters/marionette,['Marvel Universe'],['None'],['College equivalence via private tutoring by Microtron'],"['Homeworld, the Microverse']",['Publicly known in Microverse'],"['Evek and Zoyburt (parents, deceased), Argon (Force Commander, brother, deceased)']"
Marlo Chandler Jones,https://www.marvel.com/characters/marlo-chandler-jones,['Marvel Universe'],['Harpy'],['Unrevealed'],['Unrevealed'],['Publicly known'],"['Mrs. Chandler (mother), Ray Chandler, Keith Chandler (brothers, three other unidentified brothers), Rick Jones (husband)']"
Marnot,https://www.marvel.com/characters/marnot,['Marvel Universe'],['Hescamer (one of Odin’s ravens)'],['Unrevealed'],['the realm of Asgard'],['Only the Asgardians and Hercules know Marnot’s true form'],['Unrevealed']
Marrina,https://www.marvel.com/characters/marrina,['Marvel Universe'],['Leviathan'],,"['Newfoundland, Canada']",['Publicly known'],"[""Tom Smallwood (foster father), Gladys Smallwood (foster mother), Dan Smallwood (foster parents' grandson), Namor (husband), unnamed offspring""]"
Marrow,https://www.marvel.com/characters/marrow,['Marvel Universe'],['Sarah Rushman'],"['Trained by Callisto, military and espionage training']",['Morlock Tunnels'],['Secret'],['Unrevealed']
Martha Johansson,https://www.marvel.com/characters/martha-johansson,['Marvel Universe'],['No-Girl'],['Currently enrolled in high school classes'],['Unrevealed'],['Secret'],['unrevealed']
Martin Strong,https://www.marvel.com/characters/martin-strong,,,,,['Secret'],"['Unnamed Wife, Unnamed Son, Unnamed Daughter']"
Martine Bancroft,https://www.marvel.com/characters/martine-bancroft,,,,,,
Marvel Boy,https://www.marvel.com/characters/marvel-boy-noh-varr,['Marvel Universe'],['Ensign Marvel'],['Unrevealed'],['Unrevealed (alternate reality)'],['Existence unknown to general public'],['None']
Marvel Boy,https://www.marvel.com/characters/marvel-boy-robert-grayson,['Marvel Universe'],['None'],['Trained by Uranian Eternals in advanced sciences'],"['Trenton, New Jersey']",['Publicly known'],"['Horace Grayson (born Horace Grabshield, father, deceased)']"
Marvel Girl,https://www.marvel.com/characters/marvel-girl-rachel-summers,['Marvel Universe'],"[""Askani, Phoenix, Prestige, Rachel Grey, White Princess, Young Phoenix, Hound, Bright Lady, Aly'zrn Summerset, Prestige""]","[""High school level studies at Professor Xavier's School for Gifted Youngsters, some college level education""]","['Annandale-on-Hudson, New York in an alternate future']",['Known to British legal authorities; the general public is unaware that Marvel Girl comes from the future of an alternate timeline'],"['Scott Summers (Earth-811 Cyclops, father, deceased), Jean Grey-Summers (Earth-811 Phoenix, mother, deceased); extensive extended family (all deceased) from Earth-811; Nathan Summers (Cable, alternate reality adoptive brother)']"
Marvel Girl,https://www.marvel.com/characters/marvel-girl-ultimate,['Ultimate'],['X12'],['Taking college level courses'],"['St. Louis, Missouri']",['Publicly known'],['Professor Grey (father)']
Jackpot,https://www.marvel.com/characters/mary-jane-watson,['Marvel Universe'],"['MJ, Janie, Crimson She-Devil; possibly Mary Morgan and Mary Reilly']","['High school graduate, college studies (psychology major, incomplete)']","['Montoursville, Pennsylvania']",,"['Paul Rabin (husband), Owen (adopted son, deceased), Romy (adopted daughter, deceased), Peter Parker, (Spider-Man, husband prior to removal from timeline; now ex-fiancé), May Parker (daughter, deceased), Philip Watson (father), Madeline Watson (mother, deceased), Gayle Watson-Byrnes (sister), Timothy Byrnes (ex-brother-in-law), Kevin and Tommy Byrnes (nephews), Anna May Watson (aunt), Judge Spencer Watson (uncle), Frank Brown (cousin), Kristy Watson (cousin), Lou and Sybil Watson (uncle and aunt), Martha (last name unrevealed, aunt), Normie Osborn (godson)']"
Mary Jane Watson,https://www.marvel.com/characters/mary-jane-watson-house-of-m,['House of M'],['None'],['High School'],['New York City'],['No dual identity'],"['Anna May Watson (aunt), Philip (father), Madeline (mother, deceased), Gayle Watson-Byrnes (sister)']"
Mary LeBow,https://www.marvel.com/characters/mary-lebow,['Marvel Universe'],['None'],"['Unrevealed, but it could be assumed Mary has been trained in sorcery, and she had some schooling with technological devices since she incorporates both in her work']",['Unrevealed'],['Secret'],['Unrevealed']
Mary Mercy,https://www.marvel.com/characters/mary-mercy,['Marvel Universe'],,['Unrevealed'],"['Long Island, New York']",['No dual identity'],['Unidentified parents (deceased)']
Mary Zero,https://www.marvel.com/characters/mary-zero,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Massdriver,https://www.marvel.com/characters/massdriver,['Marvel Universe'],['None'],['Unrevealed'],['Xarth Three'],['Secret'],['Unrevealed']
Master Hate,https://www.marvel.com/characters/master-hate,['Marvel Universe'],"['Sire Hate, Demoiselle Hate, Hate']",['Experience'],"['Inapplicable, possibly the Dimension of Manifestations']",['Known to few people on Earth'],"['Mistress Love (""sister"")']"
Master Khan,https://www.marvel.com/characters/master-khan,['Marvel Universe'],"[""Lost Lord of K'un-Lun, Master of the Sacred Arts, Master of the World, Masterlord, Oldest of all Wizards; formerly Tyrone King, unidentified guardian of Bobby Wright""]",['Extensively self-taught'],['Unrevealed; possibly Halwan'],"[""No dual identity; existence unknown to Earth's general public""]","['Unidentified wife, daughter and other children (all deceased)']"
Master of the Four Winds,https://www.marvel.com/characters/master-of-the-four-winds-timothy-lee,['Marvel Universe'],['None'],['Unrevealed'],['Presumably China'],['Known to authorities'],['Unrevealed']
